,Term,Filter 1,Threshold 1,Filter 2,Threshold 2,Filter 3,Threshold 3,Number of videos,Number of news,Number of podcasts,Number of apps,Cosine,Pearson,Euclidean,Cosine_with_mean,Pearson_with_mean,Euclidean_with_mean
14,quantum computing,Track time,0,Text length,1000,Duration,0,502,381,996,42,0.8314332723017658,0.4967684396954673,13.576677729621577,0.8918490293085495,0.6457137403517286,11.459818308137146
15,quantum computing,Track time,0,Text length,1000,Duration,25,73,381,996,42,0.828223768651806,0.48174147968036635,13.399440671595757,0.8934339795671328,0.6409257811211392,11.207066268385468
16,quantum computing,Track time,0,Text length,1000,Duration,50,35,381,996,42,0.8296305454994546,0.4821375559642776,13.133853916183625,0.8950981806008581,0.6413553279759228,10.807930717445748
17,quantum computing,Track time,0,Text length,1000,Duration,75,11,381,996,42,0.7949255687997115,0.3926764813039935,13.300438919755322,0.8896374178812709,0.5733594365496594,10.611320219439138
18,quantum computing,Track time,0,Text length,1000,Duration,100,4,381,996,42,0.8094434230348642,0.4356235953722184,12.540581986333008,0.8885727897231535,0.6018473988303689,10.171788683734578
19,quantum computing,Track time,0,Text length,1000,Duration,125,1,381,996,42,0.8284434068479782,0.4839263459461264,12.733005683660261,0.8944115128665933,0.6413637155143042,10.422007148444962
20,quantum computing,Track time,0,Text length,1000,Duration,150,1,381,996,42,0.8284434068479782,0.4839263459461264,12.733005683660261,0.8944115128665933,0.6413637155143042,10.422007148444962
21,quantum computing,Track time,0,Text length,2000,Duration,0,502,354,996,42,0.8272341626115961,0.49492466624246484,13.117666395874663,0.8893669839585935,0.6423544183160337,10.804808218465507
22,quantum computing,Track time,0,Text length,2000,Duration,25,73,354,996,42,0.8249135817747786,0.4815449337730402,12.90613412694092,0.8910097708071744,0.6377753446460559,10.591926104572204
23,quantum computing,Track time,0,Text length,2000,Duration,50,35,354,996,42,0.8262504504919318,0.48186977272165177,12.929143850857022,0.8924756304846162,0.6377893974392143,10.513551901861067
24,quantum computing,Track time,0,Text length,2000,Duration,75,11,354,996,42,0.7920988810092782,0.3947985375339212,13.482289506246229,0.8871104639601632,0.571126762145535,10.70010102037433
25,quantum computing,Track time,0,Text length,2000,Duration,100,4,354,996,42,0.8058030407290919,0.4360083722929051,12.73728847144612,0.8860214062020942,0.5991402806130122,10.277073957424227
26,quantum computing,Track time,0,Text length,2000,Duration,125,1,354,996,42,0.8236215062091149,0.48177771594178,12.351831815074918,0.8914138184280274,0.6371182419881385,9.911540829198639
27,quantum computing,Track time,0,Text length,2000,Duration,150,1,354,996,42,0.8236215062091149,0.48177771594178,12.351831815074918,0.8914138184280274,0.6371182419881385,9.911540829198639
28,quantum computing,Track time,0,Text length,3000,Duration,0,502,303,996,42,0.8235576305071008,0.49306498095086654,13.162129700989153,0.8884939391904454,0.6439318525678447,10.832388690771099
29,quantum computing,Track time,0,Text length,3000,Duration,25,73,303,996,42,0.819761961319491,0.477052659236035,12.805436767272676,0.8897876625342527,0.6380781238882458,10.401657009946476
30,quantum computing,Track time,0,Text length,3000,Duration,50,35,303,996,42,0.821737385531647,0.47812994923658175,13.178048955950228,0.8911014186493649,0.6375465586440924,10.662948353371105
31,quantum computing,Track time,0,Text length,3000,Duration,75,11,303,996,42,0.7832088203261807,0.38422384301784773,12.717711667995028,0.8839926461902952,0.5634005477895053,9.881545135617957
32,quantum computing,Track time,0,Text length,3000,Duration,100,4,303,996,42,0.7976681132106108,0.4271929905505768,11.97271063319492,0.8823549146647375,0.5926482648704771,9.458518072667857
33,quantum computing,Track time,0,Text length,3000,Duration,125,1,303,996,42,0.8192269843440473,0.47868032943949346,12.460501904230433,0.8905015247253139,0.6381150364761516,9.950498658669346
34,quantum computing,Track time,0,Text length,3000,Duration,150,1,303,996,42,0.8192269843440473,0.47868032943949346,12.460501904230433,0.8905015247253139,0.6381150364761516,9.950498658669346
35,quantum computing,Track time,0,Text length,5000,Duration,0,502,181,996,42,0.8185838537171249,0.48635291999760705,11.923025534722207,0.8899013984863563,0.6463747560938954,9.294095206567093
36,quantum computing,Track time,0,Text length,5000,Duration,25,73,181,996,42,0.811644870909518,0.4650688076199538,11.706215057483584,0.8896309141278728,0.6363279896086381,8.938901683625106
37,quantum computing,Track time,0,Text length,5000,Duration,50,35,181,996,42,0.8158925130740579,0.4689126185940769,12.840890340890338,0.8918317244189374,0.6372575460155355,9.92232917152011
38,quantum computing,Track time,0,Text length,5000,Duration,75,11,181,996,42,0.7662399416818254,0.35978748472009786,12.66530545432615,0.8791206822382308,0.5448822744466761,9.390332615422217
39,quantum computing,Track time,0,Text length,5000,Duration,100,4,181,996,42,0.7856455545955146,0.40943207012049593,11.865203860435313,0.8804995569876973,0.5838482906491615,8.890507667072704
40,quantum computing,Track time,0,Text length,5000,Duration,125,1,181,996,42,0.8123300967560076,0.4685664194841327,12.063574563574562,0.8905616236561971,0.6365378295525932,9.100874645642715
41,quantum computing,Track time,0,Text length,5000,Duration,150,1,181,996,42,0.8123300967560076,0.4685664194841327,12.063574563574562,0.8905616236561971,0.6365378295525932,9.100874645642715
42,quantum computing,Track time,0,Text length,7500,Duration,0,502,86,996,42,0.7852521319280346,0.4257604996705315,12.59384745248548,0.8780008596366504,0.5929851090820263,9.167959932336172
43,quantum computing,Track time,0,Text length,7500,Duration,25,73,86,996,42,0.7779591770065593,0.40581838339581994,13.188509021842355,0.876935849436878,0.5811486177073013,9.535074145451947
44,quantum computing,Track time,0,Text length,7500,Duration,50,35,86,996,42,0.7830369525023301,0.4096793287729961,14.328833258613304,0.8785011331666708,0.5803182579068,10.51896956890413
45,quantum computing,Track time,0,Text length,7500,Duration,75,11,86,996,42,0.7444486210700971,0.32222621597145934,15.513326680839384,0.8698174960467332,0.4973786614317494,11.25798642103079
46,quantum computing,Track time,0,Text length,7500,Duration,100,4,86,996,42,0.7566468907183055,0.3605062858206728,14.670737703732637,0.8682951334018124,0.5300395077088773,10.761729591643233
47,quantum computing,Track time,0,Text length,7500,Duration,125,1,86,996,42,0.7733125899316716,0.4019920744183251,13.757707010668103,0.8735769745979303,0.5710870177521356,9.83721826843298
48,quantum computing,Track time,0,Text length,7500,Duration,150,1,86,996,42,0.7733125899316716,0.4019920744183251,13.757707010668103,0.8735769745979303,0.5710870177521356,9.83721826843298
49,quantum computing,Track time,0,Text length,10000,Duration,0,502,44,996,42,0.7741337404572094,0.40764138168439285,12.436994499915482,0.875299347013508,0.5911108062023084,9.146135244878673
50,quantum computing,Track time,0,Text length,10000,Duration,25,73,44,996,42,0.7637826885499234,0.38215786631773285,12.809482559482554,0.8736250406161912,0.5759129140310033,9.287000052911596
51,quantum computing,Track time,0,Text length,10000,Duration,50,35,44,996,42,0.7676090067384916,0.3837945810348069,12.946600446600439,0.8759230037176033,0.5754990201121181,9.345163934160698
52,quantum computing,Track time,0,Text length,10000,Duration,75,11,44,996,42,0.7083173051501018,0.27266842623360055,14.421472754806087,0.8519386815714131,0.45112406120953275,10.433885881566574
53,quantum computing,Track time,0,Text length,10000,Duration,100,4,44,996,42,0.7285742304806394,0.3204077250480047,13.505749339082673,0.8561127699522146,0.5013913685360241,9.838317281682986
54,quantum computing,Track time,0,Text length,10000,Duration,125,1,44,996,42,0.7582100881816285,0.37741122161093826,12.515785015785013,0.8725873237454851,0.5693697667501374,8.82945512934726
55,quantum computing,Track time,0,Text length,10000,Duration,150,1,44,996,42,0.7582100881816285,0.37741122161093826,12.515785015785013,0.8725873237454851,0.5693697667501374,8.82945512934726
56,quantum computing,Track time,0,Text length,100000,Duration,0,502,1,996,42,0.8134126032043515,0.5058972577952998,11.156415658024777,0.8764990298724199,0.6405153009272174,8.234123933080948
57,quantum computing,Track time,0,Text length,100000,Duration,25,73,1,996,42,0.7972935036155059,0.4670795408425237,12.07144781011344,0.8731979568903423,0.6198172199773068,8.71134769602346
58,quantum computing,Track time,0,Text length,100000,Duration,50,35,1,996,42,0.798759739114509,0.4662668758378856,12.03951605336337,0.8780001835800222,0.6233406883126812,8.709412052079466
59,quantum computing,Track time,0,Text length,100000,Duration,75,11,1,996,42,0.6886756611378997,0.284257077801698,11.903249403249403,0.8339121181960424,0.4444872461190152,9.623064272470963
60,quantum computing,Track time,0,Text length,100000,Duration,100,4,1,996,42,0.7315288701281744,0.3609791455836356,10.987525987525984,0.8481243389110037,0.5226678696960769,9.076995010112592
61,quantum computing,Track time,0,Text length,100000,Duration,125,1,1,996,42,0.8058810657941889,0.4844202098896742,12.796882072583006,0.879962996672218,0.6316715398350239,9.157526801620403
62,quantum computing,Track time,0,Text length,100000,Duration,150,1,1,996,42,0.8058810657941889,0.4844202098896742,12.796882072583006,0.879962996672218,0.6316715398350239,9.157526801620403
63,quantum computing,Track time,0,Text length,1000000,Duration,0,502,0,996,42,0.8134126032043515,0.5058972577952998,11.156415658024777,0.8764990298724199,0.6405153009272174,8.234123933080948
64,quantum computing,Track time,0,Text length,1000000,Duration,25,73,0,996,42,0.7972935036155059,0.4670795408425237,12.07144781011344,0.8731979568903423,0.6198172199773068,8.71134769602346
65,quantum computing,Track time,0,Text length,1000000,Duration,50,35,0,996,42,0.798759739114509,0.4662668758378856,12.03951605336337,0.8780001835800222,0.6233406883126812,8.709412052079466
66,quantum computing,Track time,0,Text length,1000000,Duration,75,11,0,996,42,0.6886756611378997,0.284257077801698,11.903249403249403,0.8339121181960424,0.4444872461190152,9.623064272470963
67,quantum computing,Track time,0,Text length,1000000,Duration,100,4,0,996,42,0.7315288701281744,0.3609791455836356,10.987525987525984,0.8481243389110037,0.5226678696960769,9.076995010112592
68,quantum computing,Track time,0,Text length,1000000,Duration,125,1,0,996,42,0.8058810657941889,0.4844202098896742,12.796882072583006,0.879962996672218,0.6316715398350239,9.157526801620403
69,quantum computing,Track time,0,Text length,1000000,Duration,150,1,0,996,42,0.8058810657941889,0.4844202098896742,12.796882072583006,0.879962996672218,0.6316715398350239,9.157526801620403
70,quantum computing,Track time,0,Text length,10000000,Duration,0,502,0,996,42,0.8134126032043515,0.5058972577952998,11.156415658024777,0.8764990298724199,0.6405153009272174,8.234123933080948
71,quantum computing,Track time,0,Text length,10000000,Duration,25,73,0,996,42,0.7972935036155059,0.4670795408425237,12.07144781011344,0.8731979568903423,0.6198172199773068,8.71134769602346
72,quantum computing,Track time,0,Text length,10000000,Duration,50,35,0,996,42,0.798759739114509,0.4662668758378856,12.03951605336337,0.8780001835800222,0.6233406883126812,8.709412052079466
73,quantum computing,Track time,0,Text length,10000000,Duration,75,11,0,996,42,0.6886756611378997,0.284257077801698,11.903249403249403,0.8339121181960424,0.4444872461190152,9.623064272470963
74,quantum computing,Track time,0,Text length,10000000,Duration,100,4,0,996,42,0.7315288701281744,0.3609791455836356,10.987525987525984,0.8481243389110037,0.5226678696960769,9.076995010112592
75,quantum computing,Track time,0,Text length,10000000,Duration,125,1,0,996,42,0.8058810657941889,0.4844202098896742,12.796882072583006,0.879962996672218,0.6316715398350239,9.157526801620403
76,quantum computing,Track time,0,Text length,10000000,Duration,150,1,0,996,42,0.8058810657941889,0.4844202098896742,12.796882072583006,0.879962996672218,0.6316715398350239,9.157526801620403
77,quantum computing,Track time,5,Text length,0,Duration,0,502,399,948,42,0.8327166203625943,0.5051302820265443,13.48737229464615,0.890640619413484,0.6466431051270648,11.494480420915695
78,quantum computing,Track time,5,Text length,0,Duration,25,73,399,948,42,0.829884161466445,0.49096420968354637,13.14665885270095,0.8924136048498803,0.6424360282142441,11.050830730853225
79,quantum computing,Track time,5,Text length,0,Duration,50,35,399,948,42,0.8310095240271295,0.4910479373904347,12.17291743691235,0.8938717235812739,0.6424921013398126,9.949694995027148
80,quantum computing,Track time,5,Text length,0,Duration,75,11,399,948,42,0.7989022328199876,0.4053567917578545,13.514237115835286,0.8900614538939599,0.5793651261444726,10.932492477024109
81,quantum computing,Track time,5,Text length,0,Duration,100,4,399,948,42,0.8123256728116558,0.4468855892755326,12.754805020786756,0.8883907973419144,0.6059468739299567,10.502603672499196
82,quantum computing,Track time,5,Text length,0,Duration,125,1,399,948,42,0.8298191851726101,0.49304659039717097,13.702298900624951,0.8929582543306709,0.6421912144482312,11.57656245392899
83,quantum computing,Track time,5,Text length,0,Duration,150,1,399,948,42,0.8298191851726101,0.49304659039717097,13.702298900624951,0.8929582543306709,0.6421912144482312,11.57656245392899
84,quantum computing,Track time,5,Text length,100,Duration,0,502,399,948,42,0.8327166203625943,0.5051302820265443,13.48737229464615,0.890640619413484,0.6466431051270648,11.494480420915695
85,quantum computing,Track time,5,Text length,100,Duration,25,73,399,948,42,0.829884161466445,0.49096420968354637,13.14665885270095,0.8924136048498803,0.6424360282142441,11.050830730853225
86,quantum computing,Track time,5,Text length,100,Duration,50,35,399,948,42,0.8310095240271295,0.4910479373904347,12.17291743691235,0.8938717235812739,0.6424921013398126,9.949694995027148
87,quantum computing,Track time,5,Text length,100,Duration,75,11,399,948,42,0.7989022328199876,0.4053567917578545,13.514237115835286,0.8900614538939599,0.5793651261444726,10.932492477024109
88,quantum computing,Track time,5,Text length,100,Duration,100,4,399,948,42,0.8123256728116558,0.4468855892755326,12.754805020786756,0.8883907973419144,0.6059468739299567,10.502603672499196
89,quantum computing,Track time,5,Text length,100,Duration,125,1,399,948,42,0.8298191851726101,0.49304659039717097,13.702298900624951,0.8929582543306709,0.6421912144482312,11.57656245392899
90,quantum computing,Track time,5,Text length,100,Duration,150,1,399,948,42,0.8298191851726101,0.49304659039717097,13.702298900624951,0.8929582543306709,0.6421912144482312,11.57656245392899
91,quantum computing,Track time,5,Text length,1000,Duration,0,502,381,948,42,0.8323398154443902,0.4997004175155177,14.28153205356998,0.8918942759650562,0.6464628593917889,12.196545854103535
92,quantum computing,Track time,5,Text length,1000,Duration,25,73,381,948,42,0.8292223983877406,0.4847629499825932,14.052709144594152,0.8936835826001158,0.6420787254436733,11.82483341158318
93,quantum computing,Track time,5,Text length,1000,Duration,50,35,381,948,42,0.8303300086435883,0.48473568902949343,12.909785928285602,0.895325875802248,0.6424567941516012,10.498111396482729
94,quantum computing,Track time,5,Text length,1000,Duration,75,11,381,948,42,0.7959878985309313,0.3953184946265249,13.232658809142826,0.8902982129194561,0.5750998450507926,10.47270489128892
95,quantum computing,Track time,5,Text length,1000,Duration,100,4,381,948,42,0.8104319384000481,0.4384366130731075,12.473226714094295,0.8889225052588675,0.603081299653825,10.042816086764015
96,quantum computing,Track time,5,Text length,1000,Duration,125,1,381,948,42,0.8293859897220308,0.48696200527635747,13.39906032888489,0.894494212444169,0.6421932336047284,11.102542103791178
97,quantum computing,Track time,5,Text length,1000,Duration,150,1,381,948,42,0.8293859897220308,0.48696200527635747,13.39906032888489,0.894494212444169,0.6421932336047284,11.102542103791178
98,quantum computing,Track time,5,Text length,2000,Duration,0,502,354,948,42,0.827935645643679,0.4975143677153985,13.762589263040063,0.8892554161579729,0.6427781726878403,11.459559876087866
99,quantum computing,Track time,5,Text length,2000,Duration,25,73,354,948,42,0.8257112375300797,0.4842402245370595,13.558222182789658,0.8910924738217545,0.6385719818671829,11.214842685598894
100,quantum computing,Track time,5,Text length,2000,Duration,50,35,354,948,42,0.8267601030530831,0.48416249643130327,12.700289437309506,0.8925332971931607,0.6385249610929691,10.252958662192688
101,quantum computing,Track time,5,Text length,2000,Duration,75,11,354,948,42,0.7929720643794987,0.39719681520146494,13.379912087039626,0.8875886181869205,0.5724754774513255,10.557868628018511
102,quantum computing,Track time,5,Text length,2000,Duration,100,4,354,948,42,0.8065841044983965,0.4385204671666401,12.635255112479118,0.8861923866670407,0.6000036418356556,10.144264807164529
103,quantum computing,Track time,5,Text length,2000,Duration,125,1,354,948,42,0.8243293861642353,0.48442863734624597,12.945115619567755,0.8913127290268466,0.6375609009036062,10.508094347581029
104,quantum computing,Track time,5,Text length,2000,Duration,150,1,354,948,42,0.8243293861642353,0.48442863734624597,12.945115619567755,0.8913127290268466,0.6375609009036062,10.508094347581029
105,quantum computing,Track time,5,Text length,3000,Duration,0,502,303,948,42,0.8245357564194424,0.49615353390531913,13.709913903482088,0.8885858393791553,0.6448358034500455,11.295230430804407
106,quantum computing,Track time,5,Text length,3000,Duration,25,73,303,948,42,0.8208341087946026,0.48021995583083554,13.124007638245487,0.8901031379426378,0.6394133548743279,10.647044977001125
107,quantum computing,Track time,5,Text length,3000,Duration,50,35,303,948,42,0.822494408870573,0.4808731547994992,12.963883832478102,0.8913888274389321,0.6388176139756905,10.372696867684258
108,quantum computing,Track time,5,Text length,3000,Duration,75,11,303,948,42,0.7843091254724991,0.38691520363992665,12.646858768241398,0.8847384795010954,0.5652838498648629,9.7588340932878
109,quantum computing,Track time,5,Text length,3000,Duration,100,4,303,948,42,0.7986909434967393,0.4300702899990856,11.902201793680888,0.8827563004142901,0.5940016399495385,9.345230272433817
110,quantum computing,Track time,5,Text length,3000,Duration,125,1,303,948,42,0.8202383983133328,0.4818661257260827,13.094675992616075,0.8906369559712871,0.6391146589545503,10.495533046834215
111,quantum computing,Track time,5,Text length,3000,Duration,150,1,303,948,42,0.8202383983133328,0.4818661257260827,13.094675992616075,0.8906369559712871,0.6391146589545503,10.495533046834215
112,quantum computing,Track time,5,Text length,5000,Duration,0,502,181,948,42,0.818872473551191,0.4886371460849877,12.257967998531532,0.890301700153516,0.6479955769558652,9.548114620034102
113,quantum computing,Track time,5,Text length,5000,Duration,25,73,181,948,42,0.8120062110253898,0.4674048685794303,11.970709095747125,0.8902940629525794,0.6384524307441941,9.122686317884037
114,quantum computing,Track time,5,Text length,5000,Duration,50,35,181,948,42,0.8158822319196235,0.47076276409534906,13.285723750840035,0.8924753861080891,0.6393467775106283,10.245986416554146
115,quantum computing,Track time,5,Text length,5000,Duration,75,11,181,948,42,0.7666664722412292,0.36179091136973307,12.617614404624572,0.880247869469493,0.5474485113779595,9.263631545897322
116,quantum computing,Track time,5,Text length,5000,Duration,100,4,181,948,42,0.785947393281141,0.4115549585056655,11.818167251766672,0.8812690817899165,0.5859499112157242,8.779884999583352
117,quantum computing,Track time,5,Text length,5000,Duration,125,1,181,948,42,0.8125330995889644,0.47082529012250784,12.474503317526574,0.8910449552838617,0.6383390826311212,9.406759255609012
118,quantum computing,Track time,5,Text length,5000,Duration,150,1,181,948,42,0.8125330995889644,0.47082529012250784,12.474503317526574,0.8910449552838617,0.6383390826311212,9.406759255609012
119,quantum computing,Track time,5,Text length,7500,Duration,0,502,86,948,42,0.785171647113163,0.4273800178784585,12.485940940991574,0.8782813834515862,0.5941513678158804,9.051557013540735
120,quantum computing,Track time,5,Text length,7500,Duration,25,73,86,948,42,0.7779291981212733,0.40746085097746043,13.222520862776767,0.8774433597091725,0.5827007601016878,9.503310805135337
121,quantum computing,Track time,5,Text length,7500,Duration,50,35,86,948,42,0.7827056561212049,0.41098880841866753,14.156857599840055,0.8789834436168487,0.581815522758608,10.300628113493612
122,quantum computing,Track time,5,Text length,7500,Duration,75,11,86,948,42,0.7445915414899471,0.323762301181967,15.313452791522963,0.8707880603591622,0.4993351794361983,11.022771479820246
123,quantum computing,Track time,5,Text length,7500,Duration,100,4,86,948,42,0.7566001092222758,0.3620475114197186,14.474871295046732,0.8688979731858469,0.531535515911289,10.548458524953158
124,quantum computing,Track time,5,Text length,7500,Duration,125,1,86,948,42,0.773072789130352,0.40350577891827527,13.594054580896682,0.8738619063740339,0.5722214893150757,9.682389480833812
125,quantum computing,Track time,5,Text length,7500,Duration,150,1,86,948,42,0.773072789130352,0.40350577891827527,13.594054580896682,0.8738619063740339,0.5722214893150757,9.682389480833812
126,quantum computing,Track time,5,Text length,10000,Duration,0,502,44,948,42,0.774104735096039,0.4096820294876322,12.570874921254312,0.8758403237025977,0.5929285178522106,9.231976703753363
127,quantum computing,Track time,5,Text length,10000,Duration,25,73,44,948,42,0.7638066240011027,0.38418996595301363,13.04063417920007,0.8745096044348176,0.5782963135378578,9.380258435099009
128,quantum computing,Track time,5,Text length,10000,Duration,50,35,44,948,42,0.7671661393902912,0.3853459070335518,13.069718889673018,0.8767813105626617,0.5778317825916851,9.32583799123292
129,quantum computing,Track time,5,Text length,10000,Duration,75,11,44,948,42,0.7083441764454184,0.27422809408981585,14.31057065420362,0.8532678330624557,0.45336240024342556,10.230177937412831
130,quantum computing,Track time,5,Text length,10000,Duration,100,4,44,948,42,0.7284374572134461,0.32211966992975716,13.396248812915484,0.8570322083996884,0.5033732141291544,9.654127055312474
131,quantum computing,Track time,5,Text length,10000,Duration,125,1,44,948,42,0.7579420731614095,0.3792940183432882,12.673921685549587,0.8732228011889421,0.5713083590697733,8.881162967237076
132,quantum computing,Track time,5,Text length,10000,Duration,150,1,44,948,42,0.7579420731614095,0.3792940183432882,12.673921685549587,0.8732228011889421,0.5713083590697733,8.881162967237076
133,quantum computing,Track time,5,Text length,100000,Duration,0,502,1,948,42,0.8123665054281975,0.5075626060732965,11.313764534223484,0.8758353620966373,0.640672964780293,8.303308260763512
134,quantum computing,Track time,5,Text length,100000,Duration,25,73,1,948,42,0.796347755882949,0.46890013066051595,12.422343233380017,0.8730796635410788,0.6209231186571337,8.899101791086222
135,quantum computing,Track time,5,Text length,100000,Duration,50,35,1,948,42,0.796810016884673,0.4668294377291109,11.888141681086474,0.8778299255646391,0.6243092953516814,8.504361934021565
136,quantum computing,Track time,5,Text length,100000,Duration,75,11,1,948,42,0.6875765472990525,0.2855666663605272,11.962010627740955,0.8344370712765947,0.4456095206613406,9.52762211564922
137,quantum computing,Track time,5,Text length,100000,Duration,100,4,1,948,42,0.730155301495877,0.36239355519311783,11.047688786452822,0.8480015602098769,0.5233935731992253,9.036685983584885
138,quantum computing,Track time,5,Text length,100000,Duration,125,1,1,948,42,0.8043170110192829,0.48576898800928175,12.42351144080704,0.8792299726932735,0.6317214465740639,8.761949346305455
139,quantum computing,Track time,5,Text length,100000,Duration,150,1,1,948,42,0.8043170110192829,0.48576898800928175,12.42351144080704,0.8792299726932735,0.6317214465740639,8.761949346305455
140,quantum computing,Track time,5,Text length,1000000,Duration,0,502,0,948,42,0.8123665054281975,0.5075626060732965,11.313764534223484,0.8758353620966373,0.640672964780293,8.303308260763512
141,quantum computing,Track time,5,Text length,1000000,Duration,25,73,0,948,42,0.796347755882949,0.46890013066051595,12.422343233380017,0.8730796635410788,0.6209231186571337,8.899101791086222
142,quantum computing,Track time,5,Text length,1000000,Duration,50,35,0,948,42,0.796810016884673,0.4668294377291109,11.888141681086474,0.8778299255646391,0.6243092953516814,8.504361934021565
143,quantum computing,Track time,5,Text length,1000000,Duration,75,11,0,948,42,0.6875765472990525,0.2855666663605272,11.962010627740955,0.8344370712765947,0.4456095206613406,9.52762211564922
144,quantum computing,Track time,5,Text length,1000000,Duration,100,4,0,948,42,0.730155301495877,0.36239355519311783,11.047688786452822,0.8480015602098769,0.5233935731992253,9.036685983584885
145,quantum computing,Track time,5,Text length,1000000,Duration,125,1,0,948,42,0.8043170110192829,0.48576898800928175,12.42351144080704,0.8792299726932735,0.6317214465740639,8.761949346305455
146,quantum computing,Track time,5,Text length,1000000,Duration,150,1,0,948,42,0.8043170110192829,0.48576898800928175,12.42351144080704,0.8792299726932735,0.6317214465740639,8.761949346305455
147,quantum computing,Track time,5,Text length,10000000,Duration,0,502,0,948,42,0.8123665054281975,0.5075626060732965,11.313764534223484,0.8758353620966373,0.640672964780293,8.303308260763512
148,quantum computing,Track time,5,Text length,10000000,Duration,25,73,0,948,42,0.796347755882949,0.46890013066051595,12.422343233380017,0.8730796635410788,0.6209231186571337,8.899101791086222
149,quantum computing,Track time,5,Text length,10000000,Duration,50,35,0,948,42,0.796810016884673,0.4668294377291109,11.888141681086474,0.8778299255646391,0.6243092953516814,8.504361934021565
150,quantum computing,Track time,5,Text length,10000000,Duration,75,11,0,948,42,0.6875765472990525,0.2855666663605272,11.962010627740955,0.8344370712765947,0.4456095206613406,9.52762211564922
151,quantum computing,Track time,5,Text length,10000000,Duration,100,4,0,948,42,0.730155301495877,0.36239355519311783,11.047688786452822,0.8480015602098769,0.5233935731992253,9.036685983584885
152,quantum computing,Track time,5,Text length,10000000,Duration,125,1,0,948,42,0.8043170110192829,0.48576898800928175,12.42351144080704,0.8792299726932735,0.6317214465740639,8.761949346305455
153,quantum computing,Track time,5,Text length,10000000,Duration,150,1,0,948,42,0.8043170110192829,0.48576898800928175,12.42351144080704,0.8792299726932735,0.6317214465740639,8.761949346305455
154,quantum computing,Track time,10,Text length,0,Duration,0,502,399,875,42,0.8319290957408807,0.5025809292846899,13.20729014563431,0.890685908379483,0.6445647800384411,11.232497676651162
155,quantum computing,Track time,10,Text length,0,Duration,25,73,399,875,42,0.8293808285110107,0.4889212582464716,12.879221891903049,0.8926961190449155,0.6409022888559325,10.758867539740859
156,quantum computing,Track time,10,Text length,0,Duration,50,35,399,875,42,0.8301084412701525,0.4884256537446922,11.975744713839953,0.8939490025296125,0.6405435738886247,9.768097578237823
157,quantum computing,Track time,10,Text length,0,Duration,75,11,399,875,42,0.7977897133258549,0.4031211018212828,13.551327514093467,0.8901165761449169,0.5778106019082658,10.971740865702172
158,quantum computing,Track time,10,Text length,0,Duration,100,4,399,875,42,0.8112711863274645,0.44434431111869543,12.792856276898826,0.8887706442088577,0.6047678397880898,10.532675713193978
